Sender,Sender Name,Receiver,Receiver Name,Seller GLN,Store GLN,Store Name,Region,City,Channel,Order Number,Invoice Number,Order Date,Delivery Date,Delivery Status,Line Number,Barcode,Product Code,Product Description,Product Category,Brand,Requested Qty,Unit of Measure,Unit Cost Price,Unit Selling Price,Discount (%),Net Extended Line Cost,Gross Sales (Before Discount),Profit Margin (%),Currency,Payment Method,Customer ID,Customer Type,Customer Segment,Customer Satisfaction (CSAT),Feedback Comment,Salesperson ID,Employee Attendance % (Month),Marketing Campaign ID,Campaign Channel,Supplier ID,Supplier Name,Supplier Rating,Lead Time (Days),Inventory Level (Before Sale),Stock Replenishment Date,Warehouse Utilization (%),Logistics Cost per Unit,Operational Cost Total,Forecasted Demand (Next Period),Actual Demand,AI Insight Summary
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Gauteng,Richards Bay,Online,68478673,1114588045,05/07/2025,06/07/2025,Pending,3,5.45E+12,5309,Sparl Crem Soda 01X06 2000 Shr,Alcoholic Beverages,Monster,16,CS,85.68,97.21,5,1477.59,1555.36,11.86,ZAR,EFT,CUST-1729,Distributor,Frequent Buyer,4,Product quality good,EMP-1973,85,MKT-2025-01-BN,In-store,SUP-1986,Coca Cola Beverages,3.8,2,378,18/07/2025,60,1,277.34,249,321,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Eastern Cape,Cape Town,Retail,59945057,1674252200,22/06/2025,25/06/2025,In Transit,9,5.45E+12,5469,Stoney 01X06 2000 Shr,Alcoholic Beverages,Monster,14,CS,65.03,82.8,5,1101.24,1159.2,21.46,ZAR,Card,CUST-2693,Wholesale,New,3.4,Product quality good,EMP-3480,91,MKT-2025-08-FT,In-store,SUP-5897,Coca Cola Beverages,4.9,5,397,15/07/2025,80,4.84,94.13,354,423,Product underperforming; consider promotion
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,KwaZulu-Natal,Port Elizabeth,Distributor,23720024,1809023372,22/01/2025,28/01/2025,Pending,5,5.45E+12,1925,SPRITE ZERO 01X06 2250 SHR,Alcoholic Beverages,Sprite,5,CS,142.71,204.19,0,1020.95,1020.95,30.11,ZAR,Card,CUST-6368,Retail,Frequent Buyer,4.4,Average experience,EMP-3305,90,MKT-2025-12-SP,TV,SUP-3927,Coca Cola Beverages,4.1,4,228,01/02/2025,63,4.53,218,292,210,Product underperforming; consider promotion
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,KwaZulu-Natal,Johannesburg,Distributor,97427399,1433334986,20/03/2025,27/03/2025,Delivered,1,5.45E+12,6829,Sprite Ls 01X06 2000 Shr,Soft Drinks,Sprite,11,CS,97.56,143.64,10,1422.04,1580.04,32.08,ZAR,Cash,CUST-7771,Wholesale,Frequent Buyer,4.1,Product quality good,EMP-4689,94,MKT-2025-03-FT,In-store,SUP-3101,Coca Cola Beverages,4,5,102,05/04/2025,80,1.11,84.09,318,309,Customer satisfaction improving month-over-month
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,KwaZulu-Natal,Polokwane,Retail,74667587,1362636142,25/09/2025,01/10/2025,Pending,2,5.45E+12,2523,COKE ZSZC 01X06 2250 PET,Alcoholic Beverages,Fanta,9,CS,123.23,165.29,0,1487.61,1487.61,25.45,ZAR,Card,CUST-5844,Wholesale,Frequent Buyer,2.9,Product quality good,EMP-4856,94,MKT-2025-11-FT,TV,SUP-5171,Coca Cola Beverages,3.5,7,491,24/10/2025,63,4.17,215.7,226,412,High-performing SKU; demand increasing in coastal regions
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Western Cape,Johannesburg,Retail,41562796,1321963863,13/02/2025,15/02/2025,Pending,2,5.45E+12,2404,Coke 01X06 2000 Shr,Water,Bonaqua,13,CS,84.85,103.01,5,1272.17,1339.13,17.63,ZAR,Card,CUST-5213,Wholesale,High Value,4.4,Great service,EMP-2095,95,MKT-2025-11-FT,In-store,SUP-4935,Monster Energy,4,6,344,20/02/2025,70,1.62,433.07,401,416,Consistent performance across channels
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,KwaZulu-Natal,Cape Town,Distributor,75916783,1474813717,24/07/2025,25/07/2025,Delivered,2,5.45E+12,8784,Coke 01X24 440 Pet,Soft Drinks,Monster,6,CS,114.34,133.49,0,800.94,800.94,14.35,ZAR,EFT,CUST-5949,Wholesale,High Value,3.2,Fast response,EMP-6340,95,MKT-2025-09-BN,Social Media,SUP-7399,Coca Cola Beverages,4.1,7,227,20/08/2025,69,3.13,279.51,353,381,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Limpopo,Port Elizabeth,Online,62120635,1492396023,05/10/2025,10/10/2025,Pending,9,5.45E+12,1279,Sprite Ls 01X24 440 Pet,Juice,Sprite,16,CS,97.9,124.34,10,1790.5,1989.44,21.26,ZAR,Card,CUST-4923,Retail,Occasional,4.8,Product quality good,EMP-3442,99,MKT-2025-12-FT,TV,SUP-2358,Monster Energy,4.5,5,100,23/10/2025,93,2.41,254.28,322,175,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Gauteng,Polokwane,Retail,61156986,1776402798,19/05/2025,23/05/2025,Delivered,6,5.45E+12,7855,COKE ZERO SUGAR ZERO CAFF 01X24 440ML PET,Juice,Fanta,3,CS,147.8,193.99,10,523.77,581.97,23.81,ZAR,Cash,CUST-3866,Wholesale,Occasional,4.3,Delayed delivery,EMP-9000,97,MKT-2025-02-FT,Social Media,SUP-2207,Monster Energy,3.6,6,474,30/05/2025,77,1.92,377.09,371,435,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Western Cape,Richards Bay,Distributor,62239511,1109905810,12/05/2025,16/05/2025,In Transit,6,5.45E+12,9423,FANTA GRAPE 01X24 440 PET,Water,Monster,20,CS,74.82,107.44,10,1933.92,2148.8,30.36,ZAR,Cash,CUST-1426,Distributor,Frequent Buyer,3.1,Delayed delivery,EMP-8322,94,MKT-2025-08-SP,In-store,SUP-4421,Bonaqua Distributors,4.7,7,446,10/06/2025,75,1.14,234.79,369,335,High-performing SKU; demand increasing in coastal regions
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Western Cape,Richards Bay,Retail,10212147,1281840008,29/03/2025,04/04/2025,Delivered,9,5.45E+12,6064,SPRITE ZERO 01X24 440ML PET,Juice,Monster,7,CS,78.89,102.98,0,720.86,720.86,23.39,ZAR,EFT,CUST-1418,Wholesale,New,2.6,Average experience,EMP-2608,99,MKT-2025-06-FT,Billboard,SUP-3531,Bonaqua Distributors,4.4,7,68,28/04/2025,61,3.67,343.62,471,331,Sales dropping slightly in inland areas
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Gauteng,Richards Bay,Online,31978415,1748469194,21/08/2025,27/08/2025,Pending,4,5.45E+12,3798,Fanta Orange 01X06 2000 Shr,Juice,Monster,18,CS,143.97,196.98,10,3191.08,3545.64,26.91,ZAR,Cash,CUST-2933,Distributor,Frequent Buyer,3.5,Product quality good,EMP-6097,94,MKT-2025-11-CC,Social Media,SUP-7554,Monster Energy,4.5,6,430,26/08/2025,84,3.52,75.84,295,249,Customer satisfaction improving month-over-month
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,KwaZulu-Natal,Johannesburg,Distributor,37579257,1163073077,04/03/2025,09/03/2025,In Transit,7,5.45E+12,2573,FANTA GRAPE 01X06 2000 SHR,Alcoholic Beverages,Fanta,3,CS,97.76,124.36,0,373.08,373.08,21.39,ZAR,EFT,CUST-9098,Retail,Occasional,4.6,Great service,EMP-5142,96,MKT-2025-05-FT,Social Media,SUP-2397,Coca Cola Beverages,4.3,6,285,25/03/2025,87,3.76,164.51,462,347,Customer satisfaction improving month-over-month
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Western Cape,Johannesburg,Online,97794728,1572799486,02/07/2025,04/07/2025,In Transit,1,5.45E+12,9343,Sparl Sparberry 01X06 2000 Shr,Water,Monster,3,CS,52.47,73.2,0,219.6,219.6,28.32,ZAR,Card,CUST-3739,Wholesale,Occasional,4.7,Fast response,EMP-1866,87,MKT-2025-10-FT,Billboard,SUP-4330,Coca Cola Beverages,4.9,7,94,18/07/2025,93,1.72,414.96,242,269,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,KwaZulu-Natal,Polokwane,Online,12147314,1042531523,11/01/2025,17/01/2025,Delivered,10,5.45E+12,6883,Sparl Crem Soda 01X06 2000 Shr,Juice,Monster,9,CS,76.22,114.03,0,1026.27,1026.27,33.16,ZAR,Card,CUST-5149,Distributor,Frequent Buyer,4.7,Great service,EMP-5575,86,MKT-2025-03-FT,Social Media,SUP-5701,Coca Cola Beverages,4.7,4,384,16/01/2025,93,4.53,285.41,284,243,Customer satisfaction improving month-over-month
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,KwaZulu-Natal,Polokwane,Distributor,98279874,1424479336,25/01/2025,31/01/2025,In Transit,5,5.45E+12,5807,Stoney 01X06 2000 Shr,Juice,Fanta,1,CS,59.11,67.1,0,67.1,67.1,11.91,ZAR,Card,CUST-1792,Distributor,New,5,Product quality good,EMP-1688,100,MKT-2025-01-FT,TV,SUP-4093,Bonaqua Distributors,3.9,3,474,21/02/2025,90,3.87,121.9,480,176,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,KwaZulu-Natal,Port Elizabeth,Retail,96980993,1272982029,06/10/2025,10/10/2025,Pending,2,5.45E+12,3855,SPRITE ZERO 01X06 2250 SHR,Water,Sprite,13,CS,120.3,167.64,5,2070.35,2179.32,28.24,ZAR,EFT,CUST-6880,Distributor,Frequent Buyer,2.6,Product quality good,EMP-9918,100,MKT-2025-10-CC,TV,SUP-8554,Coca Cola Beverages,3.6,3,373,28/10/2025,86,4.18,125.74,364,230,High-performing SKU; demand increasing in coastal regions
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Western Cape,Port Elizabeth,Retail,67945162,1879850398,11/01/2025,17/01/2025,In Transit,8,5.45E+12,4459,FANTA ZERO 01X06 2250 SHR,Energy Drinks,Monster,4,CS,90.69,119.73,5,454.97,478.92,24.25,ZAR,Card,CUST-5227,Retail,New,2.9,Fast response,EMP-9932,89,MKT-2025-11-CC,TV,SUP-2512,Monster Energy,4.4,6,220,03/02/2025,94,4.23,131.31,483,360,Customer satisfaction improving month-over-month
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Western Cape,Port Elizabeth,Retail,50456941,1295253252,23/04/2025,24/04/2025,Delivered,3,5.45E+12,1041,Sprite Ls 01X06 2000 Shr,Energy Drinks,Sprite,15,CS,128.64,178.23,5,2539.78,2673.45,27.82,ZAR,Cash,CUST-4009,Retail,Occasional,3.4,Average experience,EMP-8051,100,MKT-2025-12-FT,TV,SUP-1065,Monster Energy,3.9,2,351,19/05/2025,95,2.54,187.33,224,284,High-performing SKU; demand increasing in coastal regions
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Eastern Cape,Johannesburg,Retail,31676566,1040383347,21/07/2025,25/07/2025,In Transit,1,5.45E+12,1035,24X275Ml Appletiser,Juice,Fanta,14,CS,125.47,168.49,10,2122.97,2358.86,25.53,ZAR,EFT,CUST-4046,Retail,New,4.8,Product quality good,EMP-6605,95,MKT-2025-12-FT,Social Media,SUP-7806,Coca Cola Beverages,4.7,2,156,09/08/2025,64,2.44,492.46,220,413,Product underperforming; consider promotion
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Gauteng,Port Elizabeth,Distributor,33087983,1057232885,01/09/2025,07/09/2025,Pending,8,5.45E+12,7756,Valpre Sparkle 01X12 1000 Pet,Soft Drinks,Bonaqua,20,CS,65.21,89.84,5,1706.96,1796.8,27.42,ZAR,Cash,CUST-6122,Distributor,New,3.3,Delayed delivery,EMP-9710,98,MKT-2025-02-SP,Billboard,SUP-5841,Bonaqua Distributors,4.4,3,241,12/09/2025,91,1.49,245.29,456,193,Sales dropping slightly in inland areas
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Eastern Cape,Port Elizabeth,Online,86372505,1044977713,13/02/2025,16/02/2025,Pending,7,5.45E+12,1456,Water Still Valpre 1.5L Bottle,Alcoholic Beverages,Sprite,1,CS,82.55,96.75,0,96.75,96.75,14.68,ZAR,Cash,CUST-7169,Retail,Occasional,2.7,Fast response,EMP-8553,100,MKT-2025-11-BN,In-store,SUP-7595,Bonaqua Distributors,4.6,4,51,13/03/2025,65,2.97,380.16,223,371,Product underperforming; consider promotion
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Western Cape,Richards Bay,Distributor,13842193,1466752619,23/02/2025,24/02/2025,In Transit,7,5.45E+12,6970,Valpre Still 04X06 500 Pet,Energy Drinks,Sprite,7,CS,138.51,164.2,10,1034.46,1149.4,15.65,ZAR,EFT,CUST-5572,Distributor,Frequent Buyer,4.9,Great service,EMP-4588,91,MKT-2025-05-FT,TV,SUP-6426,Monster Energy,4.3,5,468,01/03/2025,71,2.7,57.68,263,276,Sales dropping slightly in inland areas
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Western Cape,Port Elizabeth,Retail,31417253,1894917854,21/03/2025,22/03/2025,Pending,9,5.45E+12,4191,Coke 01X06 2000 Shr 6Pk,Alcoholic Beverages,Sprite,9,CS,140.83,205.19,0,1846.71,1846.71,31.37,ZAR,Card,CUST-6916,Wholesale,New,4.3,Product quality good,EMP-6960,89,MKT-2025-02-SP,In-store,SUP-2583,Monster Energy,4.7,3,435,05/04/2025,87,3.25,273.73,344,382,Sales dropping slightly in inland areas
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Gauteng,Polokwane,Distributor,35325706,1790292908,13/02/2025,18/02/2025,In Transit,7,5.45E+12,7963,Fanta Orange 01X06 2000 Shr,Energy Drinks,Coca-Cola,3,CS,90.85,134.48,0,403.44,403.44,32.44,ZAR,Card,CUST-7299,Wholesale,Frequent Buyer,2.6,Delayed delivery,EMP-1321,86,MKT-2025-02-BN,Social Media,SUP-3155,Coca Cola Beverages,4.4,5,478,21/02/2025,71,4.63,474.57,266,256,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Gauteng,Port Elizabeth,Online,29152781,1315452964,24/06/2025,26/06/2025,Delivered,6,5.45E+12,1236,Schw Tonic 01X12 1000 Shr,Water,Sprite,10,CS,134.13,189.36,10,1704.24,1893.6,29.17,ZAR,EFT,CUST-5329,Retail,Frequent Buyer,4,Great service,EMP-5638,92,MKT-2025-03-FT,In-store,SUP-6149,Bonaqua Distributors,4.6,1,323,11/07/2025,67,3.97,371.83,312,235,Consistent performance across channels
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,Gauteng,Johannesburg,Retail,38874784,1911974213,07/05/2025,08/05/2025,Pending,8,5.45E+12,8576,Schw Ginger Ale 01X12 1000 Shr,Juice,Sprite,19,CS,143.65,209.17,5,3775.52,3974.23,31.32,ZAR,Cash,CUST-3154,Retail,Occasional,4.4,Average experience,EMP-9376,96,MKT-2025-10-CC,Social Media,SUP-2512,Bonaqua Distributors,4.7,5,97,15/05/2025,72,4.62,218.99,450,299,High-performing SKU; demand increasing in coastal regions
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,PnP QualiSave Local Goldman Street,KwaZulu-Natal,Port Elizabeth,Distributor,75019402,1099808986,07/02/2025,08/02/2025,Delivered,2,5.45E+12,3433,Sprite Ls 01X12 1000 Shr,Energy Drinks,Coca-Cola,20,CS,60.65,80.84,5,1535.96,1616.8,24.98,ZAR,Card,CUST-9671,Wholesale,High Value,4.4,Great service,EMP-1518,92,MKT-2025-05-SP,TV,SUP-4653,Coca Cola Beverages,4.8,1,100,19/02/2025,68,1.05,377.02,245,282,Consistent performance across channels
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE MOTHERWELL,Gauteng,Cape Town,Retail,28297209,1909765032,28/01/2025,03/02/2025,Pending,9,5.45E+12,5957,Bonaqua Still 01X12 1500 Pet,Juice,Bonaqua,15,CS,79.83,94.74,0,1421.1,1421.1,15.74,ZAR,Cash,CUST-6137,Wholesale,Frequent Buyer,3.8,Delayed delivery,EMP-3758,88,MKT-2025-11-CC,Social Media,SUP-4519,Coca Cola Beverages,3.7,3,217,09/02/2025,67,4.02,190.04,461,192,Product underperforming; consider promotion
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE MOTHERWELL,KwaZulu-Natal,Port Elizabeth,Online,37670490,1853779254,02/08/2025,07/08/2025,Delivered,8,5.45E+12,3211,Schw Tonic 01X24 200 Can,Juice,Coca-Cola,1,CS,79.95,101.2,5,96.14,101.2,21,ZAR,Card,CUST-6126,Wholesale,Frequent Buyer,3.3,Fast response,EMP-3408,100,MKT-2025-10-CC,TV,SUP-8334,Coca Cola Beverages,4.1,2,240,10/08/2025,88,3.91,312.55,213,263,Consistent performance across channels
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE MOTHERWELL,Eastern Cape,Richards Bay,Online,47636815,1889044791,17/10/2025,19/10/2025,Pending,4,5.45E+12,3043,SCHW SODA WATER 01X06 2000 SHR,Soft Drinks,Fanta,2,CS,99.67,120.14,5,228.27,240.28,17.04,ZAR,Cash,CUST-1574,Wholesale,Frequent Buyer,4.3,Fast response,EMP-9219,92,MKT-2025-03-CC,Billboard,SUP-2390,Bonaqua Distributors,4.9,6,203,24/10/2025,78,4.61,481.7,349,281,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE MOTHERWELL,Western Cape,Polokwane,Online,15242178,1576754025,01/03/2025,06/03/2025,Delivered,1,5.45E+12,5239,Schw Lemonade 01X12 1000 Shr,Water,Coca-Cola,13,CS,79.38,92.8,0,1206.4,1206.4,14.46,ZAR,Cash,CUST-6161,Retail,New,3.9,Product quality good,EMP-7423,88,MKT-2025-03-CC,Billboard,SUP-1090,Bonaqua Distributors,3.7,1,207,12/03/2025,72,2.93,480.34,403,327,Sales dropping slightly in inland areas
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE MOTHERWELL,KwaZulu-Natal,Richards Bay,Retail,27947642,1288054027,02/08/2025,04/08/2025,Delivered,8,5.45E+12,8503,Valpre Sparkle 04X06 500 Pet,Energy Drinks,Coca-Cola,12,CS,117.32,134.89,10,1456.81,1618.68,13.03,ZAR,EFT,CUST-2599,Retail,Occasional,3.9,Product quality good,EMP-8650,96,MKT-2025-03-BN,In-store,SUP-1561,Bonaqua Distributors,4.3,3,376,01/09/2025,90,2.78,406.39,224,396,Product underperforming; consider promotion
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE MOTHERWELL,Eastern Cape,Port Elizabeth,Online,21994685,1490041654,12/05/2025,18/05/2025,Pending,8,5.45E+12,4104,Sparl Pine Nut 01X06 2000 Shr,Alcoholic Beverages,Fanta,8,CS,81.97,102.52,0,820.16,820.16,20.04,ZAR,EFT,CUST-6735,Wholesale,Occasional,3.2,Fast response,EMP-3593,89,MKT-2025-12-BN,Billboard,SUP-9203,Bonaqua Distributors,4.3,3,74,21/05/2025,89,3.55,279,411,354,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE MOTHERWELL,Eastern Cape,Cape Town,Distributor,75805840,1115551127,30/05/2025,01/06/2025,Pending,10,5.45E+12,9268,Coke Zero 01X12 1500 Shr,Juice,Monster,18,CS,139.27,196.41,0,3535.38,3535.38,29.09,ZAR,Cash,CUST-3374,Retail,New,4.4,Great service,EMP-7957,88,MKT-2025-07-CC,In-store,SUP-9883,Bonaqua Distributors,4.2,7,205,15/06/2025,82,1.84,392.55,496,262,High-performing SKU; demand increasing in coastal regions
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE KINGWILLIAMSTOWN,Western Cape,Polokwane,Retail,17134970,1077352511,28/08/2025,02/09/2025,Delivered,6,5.45E+12,8474,Stoney 01X12 1500 Shr,Energy Drinks,Fanta,4,CS,83.85,106.51,0,426.04,426.04,21.27,ZAR,Card,CUST-4306,Retail,High Value,3.2,Delayed delivery,EMP-6412,86,MKT-2025-09-FT,In-store,SUP-1500,Bonaqua Distributors,4.6,4,488,21/09/2025,95,2.18,365.61,279,450,Consistent performance across channels
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE IKAGENG,Gauteng,Johannesburg,Retail,66034675,1449130704,04/10/2025,09/10/2025,Pending,3,5.45E+12,4905,SCHW DRY LEMON LS 1X12 1000 PT,Soft Drinks,Coca-Cola,16,CS,63.46,73.95,5,1124.04,1183.2,14.19,ZAR,Card,CUST-6448,Distributor,Occasional,3.9,Fast response,EMP-1228,96,MKT-2025-10-CC,Billboard,SUP-2189,Bonaqua Distributors,4.9,7,292,01/11/2025,90,4.54,223.32,255,311,Consistent performance across channels
6.00E+12,SPAR,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE IKAGENG,Gauteng,Port Elizabeth,Retail,77470378,1830638879,14/09/2025,20/09/2025,In Transit,5,5.45E+12,7559,Fanta Orange 04X06 300 Can,Soft Drinks,Coca-Cola,12,CS,114.03,146.82,10,1585.66,1761.84,22.33,ZAR,Card,CUST-6001,Wholesale,Frequent Buyer,3.5,Fast response,EMP-7190,90,MKT-2025-04-CC,Social Media,SUP-6155,Coca Cola Beverages,5,7,346,07/10/2025,94,1.25,131.19,275,449,Product underperforming; consider promotion
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE IKAGENG,Limpopo,Cape Town,Online,60952662,1844797121,27/03/2025,02/04/2025,Pending,5,5.45E+12,7706,Valpre Sparkle 01X12 1000 Pet,Water,Bonaqua,2,CS,54.16,60.39,5,114.74,120.78,10.32,ZAR,Cash,CUST-4537,Wholesale,Frequent Buyer,3,Product quality good,EMP-7361,92,MKT-2025-10-CC,TV,SUP-7209,Bonaqua Distributors,4.5,1,429,13/04/2025,68,2.85,139.29,295,312,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE IKAGENG,Gauteng,Cape Town,Online,35596790,1927191632,11/04/2025,16/04/2025,Delivered,1,5.45E+12,8121,Water Still Valpre 1.5L Bottle,Juice,Fanta,17,CS,103.4,147.44,10,2255.83,2506.48,29.87,ZAR,EFT,CUST-5057,Wholesale,High Value,2.8,Great service,EMP-3967,93,MKT-2025-07-CC,Billboard,SUP-8488,Bonaqua Distributors,3.9,5,231,24/04/2025,93,2.93,130.99,396,428,Consistent performance across channels
6.00E+12,MASSDISCOUNTERS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE IKAGENG,Eastern Cape,Port Elizabeth,Retail,60444918,1414039958,03/06/2025,08/06/2025,In Transit,8,5.45E+12,2249,Valpre Still 04X06 500 Pet,Juice,Bonaqua,17,CS,145.22,175.08,0,2976.36,2976.36,17.06,ZAR,Card,CUST-1577,Wholesale,High Value,3.6,Fast response,EMP-6194,99,MKT-2025-06-SP,Social Media,SUP-2973,Coca Cola Beverages,4,1,351,11/06/2025,60,4.79,104.09,288,332,Sales dropping slightly in inland areas
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE IKAGENG,Limpopo,Richards Bay,Online,37244007,1526798636,05/06/2025,07/06/2025,In Transit,2,5.45E+12,8822,Coke 01X06 2000 Shr 6Pk,Alcoholic Beverages,Monster,7,CS,148.98,191.47,10,1206.26,1340.29,22.19,ZAR,Cash,CUST-6520,Distributor,Frequent Buyer,2.6,Average experience,EMP-4133,88,MKT-2025-03-FT,TV,SUP-5384,Monster Energy,3.7,1,288,10/06/2025,71,3.71,378.89,472,315,Customer satisfaction improving month-over-month
6.00E+12,SHOPRITE,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE KIMBERLEY,Eastern Cape,Johannesburg,Online,47858523,1220309691,14/08/2025,19/08/2025,Delivered,1,5.45E+12,4151,Fanta Orange 01X06 2000 Shr,Soft Drinks,Monster,7,CS,125.85,145.87,10,918.98,1021.09,13.72,ZAR,Card,CUST-7763,Retail,Frequent Buyer,4.3,Delayed delivery,EMP-4627,86,MKT-2025-03-CC,In-store,SUP-5645,Coca Cola Beverages,4.4,7,220,02/09/2025,89,2.14,300,312,209,High-performing SKU; demand increasing in coastal regions
6.00E+12,WOOLWORTHS,6.00E+12,Coca Cola Beverages,6.00E+12,6.00E+12,SHOPRITE KIMBERLEY,Western Cape,Johannesburg,Online,35831566,1846377282,09/01/2025,11/01/2025,Pending,3,5.45E+12,3677,Schw Tonic 01X12 1000 Shr,Juice,Fanta,10,CS,106.77,159.58,10,1436.22,1595.8,33.09,ZAR,Cash,CUST-8681,Retail,New,3.8,Great service,EMP-6208,92,MKT-2025-08-SP,Billboard,SUP-2550,Monster Energy,3.7,6,100,26/01/2025,67,1.2,228.55,469,335,Sales dropping slightly in inland areas
